Word,Morphs
anibel,anibel
tcha',t cha'
pero,peer
nojel,noj el
tinmit,tinmit
qes,qas
tanb'ij,t an sb'ij
iin,iin
qes,qas
nojel,noj el
tinmit,tilmiit
qes,qas
jcholájl,j chola j l
li,li
anibel,a nibel
nasiyonal,nasiyonal
cha',cha'
taq,taq
li,li
kastiy,kastiiy
pwes,pwees
qas,qas
qonojel,qonojel
tinmit,tinmit
kones,kones
qus,qus
tya'saj,t ya' sáj
jq'iij,j q'iij
taq,taq
ra,ra
witz,witz
porke,porke
maq,maq
ek'el,ek'el
tijin,tijin
tik'iy,t k'iy
taq,taq
chik,chik
ori,laj
masi',mas i'
jwert,jwert
tijin,tijin
tisach,ti sach
jpensaraq,j pensar aq
porke,porke
komo,koom
chub'anik,chu b'an ik
ori,ori
ketant,ke tant
relijion,relijion
tijin,tijin
t'elch,t el ch
wi',wi'
pune',pu ne'
karismatika,karismatika
cha',cha'
wi',wi'
pune',pu ne'
iglesiy,iglesiy
ebangelj,ebangelj
wi',wi'
puu,puu
aba,aba
biba,biba
cha',cha'
wi',wi'
puu,puu
jyooba,jyooba
cha',cha'
wi',wi'
puu,puu
nasaren,nasaren
cha',cha'
wi',wi'
puu,puu
iglesy,iglsy
sambley,sambley
de,de
diyoos,dyoos
wi',wi'
puu,puu
iglesiya,iglesiya
de,de
diyoos,dyoos
cha',cha'
wi',wi'
puu,puu
aay,aay
tant,tant
jb'ij,j b'iij
mokol,mokol
taq,taq
iglesa,iglesa
diyoos,dyoos
miy,miy
ketant,ketaant
per,per
mari'ta',ma ri' ta'
jcholájk,j chola j ik
qes,qas
ri',ri'
jcholájk,j chola j ik
qes,qas
jinon,jilon
li,li
ta',ta'
chi',chi'
qa,qa
ta',ta'
chi,chi
qakojb'el,qa koj b'il
ta',ta'
chi',chi
qakoojb',qa kooj b'
chuch,ch uch
jwi'l,j wi'l
k'u,k'u
li,li
ta',ta'
chki'n,chk i'n
ooj,ooj
moxer,mox er
nojel,nojel
q'iij,q'iij
i,i
porke,porke
tanwil,t an wil
iin,iin
pwes,pwes
qes,qas
jcholáj,j chola j
pwes,pwees
ooji',ooj i'
ka',ka'
ooj,ooj
ajmak,aj maak
u,u
ooj,ooj
wi',wi'
qamak,qa maak
oojb'e,ooj b'e
li,li
jun,jun
jalan,jalan
iglesy,iglesy
chik,chik
per,peer
kom,koom
chib'anik,chi b'an ik
tanb'ij,t an b'ij
iin,iin
rejwexki',rejwexk i'
ooj,ooj
chomrsaan,chomorsaa n
oojchomrsan,ooj chomorsa n
chi,chi
rij,r ij
qelk'wal,q elk'wal
tqaya',t qa ya' a'n
jno'jaq,j no'j aq
qelk'wal,q elk'wal
ants,ants
ajchaaltqa'n,aj chal tq a'n
jnoo,jnoo
disiyoch,disiyoch
beynt,beynt
junb'aq,junb' aq
enkamby,enkamby
ajchaaltqa'n,aj chal tq a'n
pwes,pwes
tqab'ij,t qa b'ij
rechaq,rechaq
tqa'n,t q a'n
mojkosk,m oj kos ik
ri',ri'
li,li
qadeberili,qa deber li
ma'an,m a 'an
taq,taq
jinon,jilon
ri,ri
ma'an,m 'a an
taq,taq
jun,jun
qlen,qleen
maa,maa
qusta'n,qus ta'n
maa,maa
jb'eta'n,j b'e ta'n
ma,ma
jcholájl,j cholaj l
ta'n,ta'n
ri',ri'
li,li
toos,entoons
toos,entoons
tanb'ij,t an b'ij
iin,iin
pwes,pwes
i,i
komo,koom
ri',ri'
li,li
qes,qas
jcholájl,j cholaj l
tanwil,t an wil
iin,iin
tose,entoons
porke,porke
ri',ri'
chuwajin,ch waaj in
pwes,pwes
ke,ke
kita'm,kita' m
kita',kita'
chujb'anik,chu j b'an ik
tijb'ij,ti j b'ij
taq,taq
ójor,ójor
taq,taq
tziij,tziij
pwes,pwes
kita',kita'
q'atub',q'atub'
tipetk,ti pet ik
cha',cha'
taq,taq
ri',ri'
li,li
mkita',m kita'
q'atub',q'atub'
kom,koom
enkamby,enkamby
li,li
ori,ori
jita',jita'
chki',chk i'
noon,moo
seb'laaj,seb' laaj
q'etub',q'etub'
tipet,ti pet
neen,neen
chek,chek
tpee,t pee
sub'laj,sub' laj
q'etub',q'etub'
porke,porke
oojika',oj ika'
mism,miim
ojtokowk,oj tok ow ik
nik'i',nik' i'
pech,pech
jun,jun
ra,ra
qakirneer,qa kirneer
tqataqb'ik,t qa taq b'ik
tb'ek,t b'ek
k'omo,k'omo
qe,qe
li,li
wee,wee
laq,laq
ab'iix,ab'iix
k'omo,k'omo
qe,qe
li,li
wee,we
laq,laq
kinaq',kinaq'
k'omo,k'omo
qe,qe
li,li
wee,wee
chuchaq,ch uch
jaa,jaa
rk'i,r k'i
kristyan,kirtyaan
xi',xi'
okwi'w,ok wi'w
xi',xi'
oki'li,ok i' li
neen,neen
chak,chak
li,li
xi',xi'
okoq,ok oq
kom,kom
ta',ta'
tqil,t q il
toos,toos
jinon,jilon
jb'anik,j b'an ik
qelk'waal,q elk'waal
rojwex,rajwex
tqil,ti q il
qelk'waal,q elk'waal
tqaya',t qa ya'
jno'jaq,j no'j aq
o,o'
si,si
noo,noo
taq,taq
ra,ra
anm,ánim
taq,taq
o,o'
taq,taq
ra,ra
wunaqtqa'n,wunaq tq a'n
pwes,pwes
tqaya',t qa ya'
jno'jaq,j no'j aq
tambyeen,tambyeen
wi',wi'
jye'ik,j ye' ik
jno'j,j no'j
ra,ra
anm,ánim
wi',wi'
jye'ik,j ye' ik
jno'j,j no'j
ra,ra
wunaq,wunaq
manik'ta'n,ma nik' ta'n
jalan,jalan
jno'j,j no'j
ra,ra
anm,ánim
jalan,jalan
jye'ik,j ye' ik
jalan,jalan
jno'j,j no'j
jalani',jalan i'
jye'ik,j ye' ik
jb'anik,j b'an ik
rk'i,r k'i
tzitaq,tzi taq
chomrsánk,chomorsá n ik
rk'i,r k'i
tzitaq,tzi taq
pensar,pensar
t'ok,t' ok
lajb'a'aq,laj b'a' aq
toos,toos
ri',ri'
li,li
chwaj,ch w aj
iin,iin
pwes,pwes
toos,toos
lamas,lamaas
tpew,t pe w
q'etub',q'etub'
kita'n,kita'n
pero,peer
komo,komo
ori,ori
ta'chki'n,ta' chk i'n
tzi,tzi
chaq,chaq
wi',wi'
jun,jun
kristyan,kirtyaan
tb'i,t b'i
kamsajoq,kam sáj oq
tzi,tzi
chaq,chaq
o,o'
wi',wi'
jun,jun
anm,ánim
xpitz'aaj,x pitz' aa j
li,li
b'ee,b'ee
tzi,tzi
chaq,chaq
u,u
xjop,x jop
taq,taq
jwich,j wiich
jun,jun
tzik',tzik'
anm,ánim
b'anik,b'an ik
tijb'ij,ti j b'ij
taq,taq
qaqaaj,qa qaaj
qachuuch,qa chuuch
ójor,ójor
toos,toos
jinon,jilon
li,li
non,non
tijb'ij,ti j b'ij
non,non
tijb'ij,ti j b'ij
inmaam,in maam
wit',wit'
ójor,ójor
cha',cha'
toos,toos
tzi,tzi
chaq,chaq
tb'i,t b'ik
jopsaj,jop sáj
jwich,j wiich
jun,jun
kristyan,kirtyaan
tzi,tzi
chaq,chaq
e,e
ke,ke
porke,porke
ayi,ayi
si,si
ke,ke
mari'ta',ma rita'
jcholájk,j cholaj ik
toos,toos
ya,ya
xpek'u,x pe k'u
jun,jun
qayaj,qa yaaj
li,li
aay,ay
ta',ta'
chki',chik i'
tqata',t qa ta'
neen,neen
tb'an,t b'an
xpepne',x pe p ne'
jun,jun
qach'ol,qa ch'ool
xpepne',x pe p ne'
jun,jun
qeqa'n,qe qa'n
xpepene',x pe p ne'
jun,jun
qab'a,qa b'a
xpepene',x pe pe ne'
jun,jun
wqan,w aqan
tiq'oxow,ti q'ox ow
chi,chi
qe,qe
ta',ta'
chki',chik i'
na'l,na'l
neen,neen
k'ex,k'ex
chi,chi
qe,qe
a',a'
ri',ri'
tqab'ij,t qa b'ij
itzb'ali'n,itz b'al i'n
itzb'ali'n,itz b'al i'n
itzb'ali'n,itza b'al i'n
ri',ri'
man,man
taal,taal
julan,julan
li,li
ri',ri'
man,man
mriy,mriy
o,o'
ri',ri'
man,man
jwana,jwana
ri',ri'
man,man
xwa'n,xwa'n
o,o
ri',ri'
man,man
tilin,tilin
o,o'
ri',ri'
man,man
leen,leen
o,o
ri',ri'
man,man
qaqaaj,qa qaaj
si's,si's
o,o
ri',ri'
man,man
man,man
si's,si's
o,o
ri',ri'
man,man
waan,waan
o,o
ri',ri'
man,man
teek,teek
xenow,x en ow
chwe,ch we
ooj,ooj
cha',cha'
per,per
noo,noo
mari',ma ri'
ta',ta'
jcholáj,j chola j
tqab'ij,t qa b'ij
ooj,ooj
mism,miim
ojtokowk,oj tok ow ik
i,i
chqaj,ch q aj
chaq,chaq
jalan,jalan
chaq,chaq
aruk',a ruk'
re',re
ojb'e,oj b'e
jol,jol
ya,ya
ta',ta'
chki',chik i'
tqata',t qa ta'
neen,neen
tqab'an,t qa b'an
lajqchoch,laj q chooch
ta',ta'
chki',chk i'
tqata'w,t qa ta'w
toos,toos
ooj,ooj
mijor,mijor
tqab'an,t qa b'an
oojb'e,ooj b'e
jol,jol
ri,r i
jun,jun
jalan,jalan
t'iqatoke',t'i qa tok e'
riglesaq,r igles aq
mosib',mos ib'
porke,porke
li,li
riglesyaq,r iglesy aq
rechi',r ech i'
mosib',moos ib'
ri,ri
maq,maq
maq,maq
iglesya,iglesya
ri,ri
ji'n,ji'n
rechi',r ech i'
mosib',moos ib'
li,li
ooj,ooj
b'e,b'e
jol,jol
rk'ilaq,r k'il aq
a',a
rechaq,r ech aq
tzii,tzii
triltaq,t r il taq
est,este
ri',ri'
nemas,nemas
tijsech,ti j sech
baay,baa
xoktqa',x ok tq a'
rechaq,r ech aq
chi,chi
jb'ij,j b'ij
taq,taq
chi,chi
qe,qe
ta',ta'
chak,chak
nadaa,nadaa
oken,ok en
taq,taq
qik'il,qi ik'il
oken,ok en
taq,taq
qik'il,q ik'il
tqab'an,t qa b'an
seb'laaj,seb'laaj
jwert,jwert
orasiyon,orasiyon
chawijaq,ch aw ij aq
atzib'tqa'n,a tzib' tq a'n
baay,baay
atzib'tqa'n,a tzib' tq a'n
tcha',t cha'
taq,taq
ta',ta'
chki',chk i'
tijye',ti j ye'
taq,taq
jq'iij,j q'iij
wron,woron
ta',ta'
chki',chk i'
tijye',ti j ye'
taq,taq
jq'iij,j q'iij
i,i
qakumb'il,qa kumb'il
kanel,kan el
jwi'l,j wi'l
qaqaaj,qa qaaj
diyoos,dyoos
wron,woron
wi',wi'
kwand,kwand
xinta',x in ta'
inyaj,in yaaj
xintzib'i'n,x in tzib' i'n
jwi'l,j wi'l
wron,woron
tons,tons
ji',ji'
k'u,k'u
non,jilon
li,li
tanb'ijiin,t an b'ij iin
pwes,pwees
wetjinon,wet ji'non
li,li
juntir,juntiir
taq,taq
ra,ra
wron,woron
li,li
chb'anik,ch b'an ik
li,li
taq,taq
ra,ra
wron,woron
wi',wi'
jchaqejalil,j chaqej al il
ooj,ooj
xuker,xuk er
chuch,ch uch
neen,neen
tqik'aj,t q ik'aj
neen,neen
k'ex,k'ex
chi,chi
qe,qe
tqatij,t q ik'aj
qe,qe
nab'e,nab'e
ojxuker,oj xuk er
ajruk',aj ruk'
re',re
tqatzek,t qa tzek
tqatij,t qa tij
jinon,jilon
li,li
jun,jun
welt,welt
per,per
qastz'eti,qas tz'et i'
re,re
chijb'anik,chi j b'an ik
tanb'ij,t an b'ij
iin,iin
petk'unaa,pet k'u naa
q'etuub',q'etuub'
neen,neen
jpetik,j pet ik
pero,pero
ri',ri'
li,li
jcholájl,j cholaj l
chuwaj,ch waaj
iin,iin
pero,pero
kom,kom
chib'anik,chi b'an ik
tanb'ij,t an b'ij
iin,iin
aaj,aaj
aaj,aaj
ritk'unere',ri t k'u ne re'
tijya',ti j ya'
taq,taq
jq'iij,j q'iij
chee',chee'
ajritk'unere',aj ri t k'u ne re'
ta',ta'
chi,chi
tijkoj,ti j koj
taq,taq
ri',ri'
chaq,chaq
tinwil,t in wil
iin,iin
ya,ya
masi',mas i'
sach,sach
taq,taq
tanwil,t an wil
iin,iin
inb'ij,in b'ij
iin,iin
qes,qas
tinwil,t in wil
iin,iin
xojsach,x oj sach
qe,qe
rk'ilaq,r k'il aq
per,per
iin,iin
tanb'ij,t an b'ij
iin,iin
aay,aay
iin,iin
si,si
ta',ta'
chuwaj,ch waaj
inb'e,in b'e
li,li
jun,jun
jalaan,jalaan
chótix,chotx
qas,qas
jun,jun
jalaan,jalaan
iglesya,iglesya
chik,chik
qas,qas
jun,jun
nab'e,nab'e
chótix,chotx
jinon,jilon
tijb'ij,ti j b'ij
taq,taq
qaqaaj,qa qaaj
chuuch,chuuch
ójor,ójor
re,re
ójor,ójor
chótix,chotx
cha',cha'
taq,taq
re,r e
mee,mee
qiglesya,q iglesya
ta',ta'
tcha',t cha'
taq,taq
re,r e
chótix,chotx
cha',cha'
taq,taq
re,r e
ji'n,jii'n
ri,ri
chótix,chotx
ri',ri'
qes,qas
qachótix,qa chotx
qes,qas
nim,nim
chótix,chotx
li,li
ri',ri'
li,li
kla',kla'
li,li
ojb'ew,oj b'e w
li,li
li,li
la',la'
li,li
iglesya,iglesya
ooj,ooj
cha',cha'
re,re
baay,baay
ri',ri'
li,li
i,i
jinon,jilon
li,li
qas,qas
xin,x iin
chomorsaj,chomorsa j
iin,iin
pwes,pwes
diyoos,dyoos
pwes,pwes
iin,iin
tijb'iji',ti j b'ij i'
lajinwárj,laj in war j
kwand,kwand
abeses,abeses
kwando,kwaand
in,iin
qes,qas
tinb'ij,t in b'ij
re,r e
diyoos,dyoos
jwert,jwert
jun,jun
inrejwex,in rejwex
diyoos,dyoos
miyo,miyo
i,i
neen,neen
tinb'an,t in b'an
i,i
neen,neen
tinb'an,t in b'an
diyoos,dyoos
tijya',ti j ya'
tijb'iji',ti j b'ij i'
chwe,ch we
qonojeli',qonojel i'
qonojeli',qonojel i'
li,li
qonojeli',qonojel i'
jtzij,j tziij
diyoos,dyoos
diyoos,dyoos
wi',wi'
qonejel,qonojel
lwar,lwar
wi'w,wi' w
qoneel,qonojel
luw,luw
luwr,luwr
wi',wi'
diyoos,dyoos
qonejel,qonejel
qaluwr,qa luwr
li,li
wi'w,wi' w
diyoos,dyoos
wi',wi'
li,li
chi,chi
q'aaq',q'aaq'
wi',wi'
li,li
lajqasook,laj qa sook
wi',wi'
li,li
qonojel,qonojel
li,li
wi'w,wi' w
diyoos,dyoos
ojchomrsan,oj chomrsa n
ooj,ooj
per,per
ooj,ooj
chomrsank,chomrsa n ik
jurub'tne',jurub' t ne'
tqasolaj,t qa sola j
jwich,j wiich
jurub',jurub'
iglesya,iglesya
tons,tons
ri',ri'
li,li
tanb'ijin,t an b'ij in
qaqaaj,qa qaaj
ri',ri'
li,li
tanyoliin,t an yol iin
qaqaaj,qa qaaj
ji'n,jii'n
ivbaay,baa
toos,toos
k'omoo,k'omoo
chawe,ch aw e
iftosee,tosee
k'omoo,k'omoo
k'omo,k'omo
chawe,ch aw e
qaqaaj,qa qaaj
keel,keel
pwes,pwes
xojyolow,x oj yol ow
ak'il,a k'il
jun,jun
jun,jun
q'iij,q'iij
ri,ri
pwes,pwees
iwir,iwir
xojyolow,x oj yol ow
ák'l,a k'l
ljori,ljori
xojyolow,x oj yol ow
chik,chik
juntir,juntiir
ák'l,a k'l
toos,toos
ri',ri'
li,li
pwes,pwes
tanb'ij,t an b'ij
iin,iin
qes,qas
ri',ri'
li,li
tanyol,t an yol
iin,iin
chawe,ch aw e
rojwexki',rojwexk i'
tye'saj,t ye' sáj
jq'iij,j q'iij
maq,maq
ra,ra
lwar,lwar
lamas,lamaas
wi'w,wi' w
taq,taq
ra,ra
rex,rex
k'im,k'im
porke,porke
talexch,t alex ch
ja',ja'
tren,t r en
k'otob',k'otob'
i,i
jinon,jilon
jyub',jyub'
ta'j,tá'j
tiye'saj,ti ye' sáj
jq'iij,j q'iij
chuwaj,chu w aj
iin,iin
pwes,pwees
ooj,ooj
titawtina,ti taw ti na
b'i,b'i
na,na
xílij,xílij
pero,pero
talbes,talbez
ojtawi',oj taw i'
xílij,xílij
tanb'ij,t an b'ij
iin,iin
qes,qas
tqakoj,t qa koj
qachoq'w,qa choq'w'
pwes,pwes
tz'etaj,tz'et aj
re',re'
qonojel,qonojel
qatinmit,qa tilmiit
ojchakun,oj chaak un
tanb'ij,t an bij
iin,iin
ri',ri'
li,li
tanb'ij,t an b'ij
iin,iin
ri',ri'
li,li
tanb'ij,t an b'ij
iin,iin
qaqaaj,qa qaaj
ji'n,jii'n
ji'n,jii'n
tons,tons
k'omo,k'omo
chawe,ch aw e
qaqaaj,qa qaaj
k'omo,k'omo
chawe,ch aw e
aat,aat
doña,doña
kata,kata
xa'an,x a 'an
jun,jun
toq'ob',toq'ob'
xaye',x a ye'
jun,jun
gran,gran
informasyon,informasyon
re,re
jun,jun
q'iij,q'iij
lojori,lajori
e,e
bweno,bweno
pwes,pwes
ifxen,x en
jun,jun
wunaq,wunaq
ójor,ójor
kabaal,kabaal
xb'ee,x b'ee
pongamos,pongamos
tb'e,t b'e
lsii',l sii'
xe',xe
lsii',l sii'
cha',cha'
kabaal,kabaal
kabaal,kabaal
kabaal,kabaal
wi',wi'
jun,jun
kaabal,kaabal
xq'ax,x q'ax
re,r e
jun,jun
ab'aj,ab'aj
cha',cha'
jun,jun
nim,nim
ab'aj,ab'aj
kaas,kaas
ri',ri'
chaq,chaq
xnatun,x natun
wi',wi'
man,man
kumetz,kumetz
cha',cha'
xe',xe'
man,man
kumetz,kumetz
xij,x ij
re,re
cha',cha'
wunaq,wunaq
cha',cha'
re,re
cha',cha'
b'an,b'an
jun,jun
fabor,fabor
chwe,ch we
cha',cha'
re,re
neen,neen
k'u,k'u
li,li
inawesaj,in aw esa j
chalaj,ch alaj
man,man
ab'aj,ab'aj
cha',cha'
re,re
in,iin
ta',ta'
chki',chk i'
tinq'i',t in q'i'
wi',wi'
man,man
ab'aj,ab'aj
chwij,ch wij
ya,ya
inkam,in kam
cha',cha'
re,re
antons,antons
tawen,tawen
cha',cha'
man,man
wunaq,wunaq
xpet,x pet
xtokech',x tok e ch'
jun,jun
nimlaj,nim laj
chee',chee'
cha',cha'
xb'it,x b'it
man,man
ab'aj,ab'aj
xq'ax,x q'ax
xkwin,x kwin
man,man
kumetz,kumetz
xq'axch,x q'ax ch
raalaj,r aalaj
kondee,kondee
xij,x ij
re,re
cha',cha'
kabal,kabal
lajori,lajori
tinb'ij,t in b'ij
taq,taq
jun,jun
tzij,tzij
cha',cha'
li,li
jun,jun
fabor,favor
se,se
paga,paga
por,por
maal,maal
tcha',t cha'
re,re
cha',cha'
lajori,lajori
atintija'n,at in tij a'n
cha',cha'
re,re
cha',cha'
nej,neen
chak,j chak
inatij,in a tij
si,si
iin,iin
xinb'an,x in b'an
jun,jun
fabor,fabor
chawe,ch aw e
xatwesaj,x at w esa j
chub',chub'
man,man
ab'aj,ab'aj
per,per
lori,lori
ti'niik,ti'niik
chwaj,ch waj
atintija'n,at in tij i'n
cha',cha'
re,re
cha',cha'
antons,antons
man,man
wunaq,wunaq
xtzaq,x tzaq
jch'ol,j ch'ool
pwes,pwes
chaq,chaq
b'irb'iit,b'irb'iit taq
ji'non,ji'non
tren,t r en
ri,ri
despwes,despwes
xpe,x pe
re,re
xijb'ij,x í j b'ij
re,re
man,man
lajori,lijori
tinya',t in ya'
jun,jun
oportunida,oportunida
chawe,ch aw e
jo',jo'
rk'i,r k'i
man,man
kwa'y,kwa'y
tinb'ij,t in b'ij
nemoo,ne moo
nemoo,ne moo
tij,t ij
nemoo,ne mood
si,si
xatintij,x at in tij
o,o
noo,noo
tcha',t cha'
re,re
cha',cha'
tijye',ti j ye'
permiso,permiso
per,per
lajori,lajori
atintija'n,at in tij a'n
cha',cha'
re,re
cha',cha'
baay,baay
cha',cha'
re,re
entons,entons
xe',xe'
taq,taq
rk'i,r ki'
man,man
kwa'y,kwa'y
cha',cha'
i,i
xe',xe'
taq,taq
kabaal,kabaal
xijte',x i j te'
taq,taq
man,man
kwa'y,kwa'y
xpe,x pe
man,man
wunaq,wunaq
xij,x ij
man,man
kumetz,kumetz
xij,x ij
re,re
man,man
kwa'y,kwa'y
cha',cha'
kwa'y,kwa'y
cha',cha'
ooy,ooy
lajori,lajori
neen,neen
tab'ij,t a b'ij
re,re
man,man
wunaq,wunaq
si,si
tintij,t in tij
cha',cha'
re,re
xij,x ij
resaj,r esa j
chralaj,ch r alaj
man,man
ab'aj,ab'aj
i,i
lajori,lajori
tintija'n,t in tij a'n
cha',cha'
re,re
antons,antons
xpe,x pe
man,man
wunaq,wunaq
pwes,pwes
xpe,x pe
man,man
kwa'y,kwa'y
xij,x ij
re,re
cha',cha'
lajori,lajori
cha',cha'
re,re
cha',cha'
man,man
wunaq,wunaq
ri,ri
kwand,kwand
inijk'am,in ij k'am
b'i,b'i
li,li
chaak,chaak
tijinter,tij inter
q'iij,q'iij
tchakun,t chak un
chwij,ch wij
despwes,despwes
kond,kond
inyuq,in yuq
niri,niri
inijkejaj,in ij keja j
li,li
naa,naa
wuron,wuron
lamaas,lamaas
inkanjye',in kan j ye'
weyin,we yin
pook,pook
ink'oq,in k'oq
re,re
wijaal,wijaal
tcha',t cha'
re,re
cha',cha'
a,a
entonse,entonse
lajori,lajori
antons,antons
tij,tij
mejor,mejor
man,man
wunaq,wunaq
li,li
ta',ta'
inrilb'ej,in r ilb'e j
naad,nada
man,man
wunaq,wunaq
li,li
ta',ta'
tzii,tzii
tino'jin,ti no'j in
cha',cha'
re,re
cha',cha'
abay,a bay
tcha',t cha'
re,re
entoons,entoons
lajori,lajori
ya,ya
wi',wi'
chaq,chaq
premis,premis
atintij,at in tij
tijman,tij man
tijman,tij man
wunaq,wunaq
cha',cha'
man,man
kwa'y,kwa'y
re,re
man,man
kumetz,kumatz
cha',cha'
taweno,ta weno
baay,baay
lajori,lajori
chik,chik
jo',jo'
rk'i,r k'i
man,man
wákix,wákix
cha',cha'
re,re
cha',cha'
xe',xe'
taq,taq
rk'i,r k'i
man,man
wakix,wakix
cha',cha'
wakix,wakix
cha',cha'
re,re
ooy,ooy
cha',cha'
re,re
tin,tin
neen,neen
k'u,k'u
tab'ij,t a b'iij
aat,aat
tintija',ti in tij a'
man,man
wunaq,wunaq
ri,ri
esk,esk
xij,x i j
resaj,r esa j
chralaj,ch
jun,jun
ab'aj,ab'aj
cha',cha'
re,re
cha',cha'
a,a
tij,tij
iin,iin
tinya',t in ya'
premis,premis
chawe,ch aw e
tatij,t a tij
tambyeen,tambyeen
ke,ke
re,re
re,re
mas,mas
mas,mas
inijkoj,in ij koj
li,li
chaak,chaak
i,i
despwes,despwes
ta',ta'
tijtok,ti j tok
woroon,woroon
chwe,ch we
i,i
nii,nii
inijyuq',in ij yuq'
naad,nada
tcha',t cha'
re,re
cha',cha'
mas,mas
man,man
wunaq,wunaq
li,li
ta',ta'
tzii,tzii
naad,naad
tno'jin,t no'j in
cha',cha'
sol,sol
tren,t r en
k'ex,k'ex
chwee,ch we
tcha',t cha'
re,re
per,per
naad,naad
tijtok,ti j tok
insakat,in saakat
tcha',t cha'
re,re
tawen,tawen
tcha',t cha'
baay,baay
lajori,lajori
tij,tij
cha',cha'
re,re
baay,baay
ya,ya
xi',xi'
kib',kiib'
pwes,pwes
lajori,lajori
saber,saber
lajori,lajori
jo',jo'
chik,chik
rk'i,r k'i
man,man
imul,imul
cha',cha'
taq,taq
saber,saber
neen,neen
tijb'ij,ti j b'ij
man,man
imul,imul
cha',cha'
taq,taq
baay,baay
cha',cha'
i,i
b'esel,b'es el
taq,taq
kabaal,kabaal
xijte',x i j te'
taq,taq
man,man
imul,imul
cha',cha'
kabaal,kabaal
imul,imul
tcha',t cha'
re,re
cha',cha'
tintija',t in tij a'
man,man
neen,neen
tab'ij,t a b'iij
aat,aat
si,si
tintij,t in tij
man,man
wunaq,wunaq
ri,ri
tcha',t cha'
re,re
lamaas,lamaas
nemoo,ne mood
neen,neen
jcholájil,j chola il
re,re
tatij,ti a tij
cha',cha'
re,re
loke,loke
pask,pas k
xij,x i j
resaj,r esa j
chijralaj,ch 
jun,jun
ab'aj,ab'aj
i,i
i,i
lajori,lajori
tintija'n,t in tij a'n
tcha',t cha'
re,re
cha',cha'
a,a
lamaas,lamaas
wi',wi'
man,man
ab'aj,ab'aj
chwaj,ch w aj
tinwile',ti iin wil e'
tcha',t cha'
re,re
jo',jo'
pwes,pwes
i,i
xe',xe'
taq,taq
chiriliik,chi r il iik
joti,joti
man,man
imul,imul
ta',ta'
xya',x ya'
pongam,pogam
ta',ta'
xya',x ya'
permis,permis
re,re
tijtij,ti j tij
cha',cha'
re,re
xrile'na,x r il e' na'
primer,primer
jo',jo'
tqile',t q il e'
baay,baay
xe',xe'
taq,taq
chirilik,chi r il ik
xtaw,x taw
taq,taq
lamaas,lamaas
wi',wi'
man,man
ab'aj,ab'aj
cha',cha'
kwand,kwand
xij,x ij
re,re
cha',cha'
xpe,x pe
man,man
imul,imul
xij,x ij
re,re
cha',cha'
man,man
wun,wun
man,man
kumetz,kumetz
cha',cha'
okenika',ok en ik a'
chiralaj,chi r alaj
man,man
ab'aj,ab'aj
i,i
twil,t wil
nemoo,ne moo
ab'anik,a b'an ik
chiralaj,chi r alaj
man,man
ab'aj,ab'aj
cha',cha'
re,re
cha',cha'
xtawen,xtawen
cha',cha'
kumetz,kumetz
xe',xe'
chiralaj,chi r alaj
man,man
ab'aj,ab'aj
i,i
twil,t wil
nemoo,ne moo
ab'anik,a b'an ik
chiralaj,chi r alaj
man,man
ab'aj,ab'aj
cha',cha'
re,re
xtawen,xtawen
cha',cha'
k'itz,k'itz
kumetz,kumetz
xe',xe'
chiralaj,chi r alaj
man,man
ab'aj,ab'aj
xpe,x pe
man,man
xme',x me'
taq,taq
man,man
palank,palank
xb'itaq,x b'it aq
kwand,kwand
xpe,x pe
man,man
kumetz,kumetz
xq'ajch,x q'aj ch
chiralaj,chi r alaj
man,man
ab'aj,ab'aj
kwand,kwand
xpe,x pe
man,man
imul,imul
xqasaj,x qa sáj
man,man
xqasaj,x qa sáj
man,man
ab'aj,ab'aj
i,i
xkan,x kan
chiralaj,chi r alaj
man,man
ab'aj,ab'aj
cha',cha'
baa,baa
lajori,lajori
y,y
xpe,x pe
man,man
lajori,lajori
inawesaj,in aw esa j
tcha',t cha'
chik,chik
man,man
kumetz,kumetz
re,re
man,man
imul,imul
lajori,lajori
ta',ta'
chki',chk i'
atwesaj,at w esa j
kom,kom
neen,neen
jchaak,j chaak
aat,aat
ta',ta'
ta',ta'
tzii,tzii
atno'jin,at no'j in
re,re
man,man
wunaq,wunaq
ri,ri
neen,neen
jchak,j chak
xen,x en
jun,jun
faabor,faabor
chawe,ch aw e
i,i
aat,aat
ta',ta'
ta'n,t a'n
gradeser,gradeser
man,man
fabor,fabor
tcha',t cha'
re,re
cha',cha'
lajori,lajori
tcha',t cha'
re,re
cha',cha'
lajori,lajori
tcha',t cha'
man,man
imul,imul
re,re
cha',cha'
lajori,lajori
xaatina',x aat na'
salbar,salbar
tcha',t cha'
man,man
imul,imul
re,re
man,man
wunaq,wunaq
cha',cha'
si,si
noo,noo
atijsaji'n,a tij sáj i'n
lajori,lajori
lajori,lajori
ta,ta'
loke,loke
lamaas,lamaas
atb'e,at b'e
ltokon,l tok on
kesey,kesey
inate',in a te'
laj,laq
akinaq',a kinaq'
kita',kita'
inat'oj,in a t'oj
tcha',t cha'
re,re
cha',cha'
por,por
iin,iin
xatina',x at in a'
salbar,salbar
tcha',t cha'
re,re
cha',cha'
si,si
noo,noo
ya,ya
stuw,stuw
atijsaji'n,a tij sáj i'n
cha',cha'
re,re
cha',cha'
xpe,x pe
man,man
